geneID	bh_t14_A	bh_t14_B	bh_t14_C	bh_t72_A	bh_t72_B	bh_t72_C
RUMHYD_00537	119	71	79	23	9	46
RUMHYD_00538	673.843	807.164	713.855	103	89.505	128.012
RUMHYD_00539	6675.157	6000.836	6035.145	484	253.495	429.988
RUMHYD_00540	24042	40027	35552.885	1381	1007.568	478.008
RUMHYD_00541	4760	6653	4953.115	621	490.432	366.955
RUMHYD_00542	1489	3988.997	3728.962	264	221.529	249.037
RUMHYD_00543	3344	2115.699	1961.038	434.634	286.471	257
RUMHYD_00544	6302	21314.304	11206	1178.366	690	505
RUMHYD_00545	0	0	2	0	0	0
RUMHYD_00546	104	74	48	4404.995	3573.689	1980
RUMHYD_00547	79	85	33	1876.005	1679.311	914.996
RUMHYD_00548	7	0	12	174	110	63.004
RUMHYD_00549	22	0	0	1211	979.102	669
RUMHYD_00550	50	30	14	3748.999	3718.898	1664.715
RUMHYD_00551	25	27	15	7856.101	6615	3762.285
RUMHYD_00552	0	0	6	188.901	135	80
RUMHYD_00553	25	7	29	1079.669	968	564
RUMHYD_00554	43	208	149	1659.39	1306.973	630.176
RUMHYD_00555	255	799	463	3341.942	2660.027	1547.824
RUMHYD_00556	1346	2691	1579	1510	1075	527
RUMHYD_00557	275	334	257	102	52	215
RUMHYD_00558	12	9	0	4	0	0
RUMHYD_00559	169	763	385	50	46	23
RUMHYD_00560	236	673	490	112	49	95.587
RUMHYD_00561	133	76	94	26	17	82.008
RUMHYD_00562	932	1019	839	170.1	89	113.405
RUMHYD_00563	531	492	562	179.9	134	169
RUMHYD_00564	1160	1367	1034	268	178	175
RUMHYD_00565	29992	17636	22041	2253	1406.929	1251.121
RUMHYD_00566	1208	3709	3417	266	151.071	151.879
RUMHYD_00567	12622	14795	12769	1432	826	726
RUMHYD_00568	1254	1520	1294	433	466	327
RUMHYD_00569	142	211	153	34	25	61.645
RUMHYD_00570	3600	3603	3418	256	203	328.355
RUMHYD_00571	0	0	0	3	3	22
RUMHYD_00572	7	2	0	1	0	9
RUMHYD_00574	0	0	4	0	0	19
RUMHYD_00573	0	0	5	0	0	6
RUMHYD_00575	0	0	0	3	0	16
RUMHYD_00576	443	558	431	10	19	22
RUMHYD_00577	12	47	48	0	0	0
RUMHYD_00578	462	472	524	59.123	56	130
RUMHYD_00579	984.048	1104	953.096	116.12	47	104.352
RUMHYD_00580	4979.776	6687.734	5142.513	401.822	386.151	419.667
RUMHYD_00581	40877.175	22701.266	21102.391	5918.936	4452.849	3074.981
RUMHYD_00582	4067	6171	4594	752	709	541
RUMHYD_00583	2037	2212	1818	286	232	259
RUMHYD_00584	1986	1379	1568	282	190	127
RUMHYD_00585	13	0	2	1	6	6
RUMHYD_00586	36	0	12	6	0	7
RUMHYD_00587	69	26	9	11	5	14
RUMHYD_00588	0	0	0	0	0	4
RUMHYD_00589	3253	1456	1733	124.973	102	339
RUMHYD_00590	771	3091	1916	15	3	13
RUMHYD_00591	1437	2034	1732	547.027	242	344
RUMHYD_00592	87	201	144	143	45	132
RUMHYD_00593	290	535	337	66	20	56
RUMHYD_00594	568	665	508	159	70	79
RUMHYD_00595	0	6	4	8	1	6
RUMHYD_00596	204	93	91	389	212	314.367
RUMHYD_00597	394	330	301	89	84	324.633
RUMHYD_00598	0	0	0	0	0	2
RUMHYD_00599	5	9	7	8	3	52
RUMHYD_00600	48	40	29	9.704	12	8.684
RUMHYD_00601	9751	7671	7182	1154.296	864	859.316
RUMHYD_00602	8009	13840	12899	2570	2075	1501
RUMHYD_00603	513	2385	1141	205	49	305
RUMHYD_00604	194	104	111	25	16	65
RUMHYD_00605	1449	2258	2228	590	410	629.974
RUMHYD_00606	1456	2286	2327	273	287	264.026
RUMHYD_00607	8	0	4	0	0	3
RUMHYD_00608	107	108	122	33	44	77.389
RUMHYD_00609	150	154	172	27	15	77.868
RUMHYD_00610	439	951	638	212	142	220.14
RUMHYD_00611	186	370	223	86	51.19	130.12
RUMHYD_00612	657	789	845	102	106.81	92.482
RUMHYD_00613	1797	1905	2195	144	198	192
RUMHYD_00614	141	158	248	52	25	87
RUMHYD_00615	61	75	37	28	51	57
RUMHYD_00616	10	24	14	1	0	9
RUMHYD_00617	0	7	6	5	0	9
RUMHYD_00618	2538	4161	2573	1306	872	628
RUMHYD_00619	53	89	27	79	43	115
RUMHYD_00620	107	53	36	35	29	91
RUMHYD_00621	0	6	0	0	1	0
RUMHYD_00622	0	0	0	0	0	6
RUMHYD_00623	10	3	0	14	0	8
RUMHYD_00624	0	3	0	0	6	12.711
RUMHYD_00625	86	78	25	109	43.98	141.289
RUMHYD_00626	0	9	3	55	21.02	74
RUMHYD_00627	0	0	7	29	15	57
RUMHYD_00628	65	67	40	124	43	124
RUMHYD_00629	9	22	11	36	6	19
RUMHYD_00630	25	24	29	67	17	61.756
RUMHYD_00631	200	169	239	262	41	279.244
RUMHYD_00632	189	413	217	11	5	11
RUMHYD_00633	4012	11915	7416	594	439	386.863
RUMHYD_00634	357	1188	968	63.836	48	69.938
RUMHYD_00635	29	66	60	6.164	7	36.199
RUMHYD_00636	1264	1374	1530	179	181	105.055
RUMHYD_00637	1036	2309	1749	274	227.725	130.401
RUMHYD_00638	3428	6229	4647	606	538.275	469.767
RUMHYD_00639	1101.872	2249	1137	243.545	131.487	132.492
RUMHYD_00640	1199.128	2666	1653.826	440.27	396.513	245.978
RUMHYD_00641	488	704	315.174	161.185	115	133.307
RUMHYD_00642	132	356	148	20.006	19	17.356
RUMHYD_00643	1904	3250	2504	277.994	218	188.644
RUMHYD_00644	4943.201	10155.933	6811.316	496.757	579.67	271
RUMHYD_00645	3017.799	8666.067	5708.684	580.243	484.665	269
RUMHYD_00646	2289	6641	2711	458	425.665	234
RUMHYD_00647	15602	90436	28554	1833	2021	793
RUMHYD_00648	0	0	0	1	0	10
RUMHYD_00649	551	1288	687	166	86	81
RUMHYD_00650	14	35	54	12	0	44
RUMHYD_00651	18	98	60	19	3	92.975
RUMHYD_00652	298	622	733	169	56	150.025
RUMHYD_00653	236	270	242	190	116	105.904
RUMHYD_00654	33	390	294	82	34	48.096
RUMHYD_00655	10	13	26	4.003	0	4
RUMHYD_00656	2806	2187	2419	260.997	266	492
RUMHYD_00657	0	0	0	0	0	0
RUMHYD_00659	162	461	402	50	38	39
RUMHYD_00658	0	0	7	0	0	14
RUMHYD_00660	0	0	0	0	0	3
RUMHYD_00661	82	72	74	23	28	37.178
RUMHYD_00662	303	429	356	137.238	87	183.128
RUMHYD_00663	8	6	22	14.762	7	62.694
RUMHYD_00664	200	296	287	95	66	212.631
RUMHYD_00665	0	27	19	22	14	82.082
RUMHYD_00666	128	721	738	32	36	124.287
RUMHYD_00667	124	338	292	48	29	279
RUMHYD_00668	31	52	67	18	20	109
RUMHYD_00669	114	148	98	20	15	171.009
RUMHYD_00670	78	68	65	15	24	268.021
RUMHYD_00671	9	34	45	26	11	159.636
RUMHYD_00672	16	62	77	22	25	95.334
RUMHYD_00673	1	27	19	0	0	3
RUMHYD_00674	22936	18973	16180.008	1494.731	865	789.987
RUMHYD_00675	9566	13309	12255.992	1430.282	482	550.067
RUMHYD_00676	3744	4710	3797	719.987	397	511.973
RUMHYD_00677	3678	3465	3302	704.588	539	552.569
RUMHYD_00678	4009	3511	3068	495.412	359	416.404
RUMHYD_00679	0	0	0	0	0	0
RUMHYD_00680	142	629	338	70	72	63
RUMHYD_00681	15	5	9	0	0	3
RUMHYD_00682	4597	4810	4172	1042	870	876.003
RUMHYD_00683	779	1018	802	407	292	317.997
RUMHYD_00684	137	142	89	191	59	91.236
RUMHYD_00685	415	335	283	167	123	201.586
RUMHYD_00686	404	205	276	66	81	148.178
RUMHYD_00687	3631	4589	3797	624.997	622	772
RUMHYD_00688	627	656	632	97.003	90	150
RUMHYD_00689	23	5	39	12	9	89
RUMHYD_00690	0	0	13	1	0	2
RUMHYD_00691	0	0	0	0	0	0
RUMHYD_00692	222	136	196	46.83	47.783	189.74
RUMHYD_00693	388	288	268	79.17	73.217	251.26
RUMHYD_00694	8	18	48	23	9	86
RUMHYD_00695	0	5	3.143	12	6	34
RUMHYD_00696	1142	864	811	117	83	201
RUMHYD_00697	866	368	712	58	77	121
RUMHYD_00698	7	8	6	0	0	7
RUMHYD_00699	2409	1289	1455	152	110	316
RUMHYD_00700	1319.441	634.419	736.312	43	23	101.844
RUMHYD_00701	1557.559	1396.581	1893.688	85	93	223.156
RUMHYD_00702	815	369	536	105	99	190
RUMHYD_00703	490	339	404	28	39	121
RUMHYD_00704	1605	714	1244	83	81	323.109
RUMHYD_00705	6690	1900	2744	80	99	138.891
RUMHYD_00706	889	1979	1270	175	110	96
RUMHYD_00707	206	173	98	31	50	86
RUMHYD_00708	368	196	201	54	58	70.282
RUMHYD_00709	147	41	38	36	25	86.718
RUMHYD_00710	270	172	183	85	54	118.993
RUMHYD_00711	308	255	210	189	109	408.007
RUMHYD_00712	0	7	0	0	0	1
RUMHYD_00713	1010	1286	1044	262	251	219.632
RUMHYD_00714	1098	941	980	142	48	140.368
RUMHYD_00715	774	2703	2071	316	157	181
RUMHYD_00716	623	289	450	53	24	158
RUMHYD_00717	170	140	111	0	9	29.001
RUMHYD_00718	4045	4816	4844	211	210	304.999
RUMHYD_00719	669	684	602	91	42	196.82
RUMHYD_00720	647	550	343.333	26.966	40	106.18
RUMHYD_00721	932	1084	935.782	98.034	22	103.869
RUMHYD_00722	1191	1062	1177.884	123	50	259.748
RUMHYD_00723	386	449	526	34	35	78.552
RUMHYD_00724	949	1154	1218	60	83	195.831
RUMHYD_00728	2554.596	1565.619	1686	314.397	200.945	201
RUMHYD_00729	2341.404	3688.381	2783	815.603	683.055	652
RUMHYD_00730	0	19	23	0	10	3
RUMHYD_00731	1669	3006	2356	106	101	136.025
RUMHYD_00732	2907	2434	2146	269	317	390.975
RUMHYD_00733	4983	8541	6414	829.667	492	489.398
RUMHYD_00734	8398	12198	10883	1077.333	666	719.602
RUMHYD_00735	4097	5936	4880	682	472	625
RUMHYD_00736	4772	6344	5677	586	409	447
RUMHYD_00737	585	1238	922	62	70	54
RUMHYD_00738	4238	2921	2999	183	152	243
RUMHYD_00739	2569	4883	3774	1258	762	533
RUMHYD_00740	5917	5949	5436.204	776.718	474	538
RUMHYD_00741	980	1792	1475.796	340.282	243	203.032
RUMHYD_00742	346	188	242	257	70	191.968
RUMHYD_00743	3925	3635	3703	508	398	371
RUMHYD_00744	0	0	0	0	0	0
RUMHYD_00745	1036	1348	870	1614.769	547	485.777
RUMHYD_00746	246	205	200	752.231	104	261.204
RUMHYD_00747	1701	915	1009	167	127	274.019
RUMHYD_00748	0	0	0	0	0	0
RUMHYD_00749	1406	1674.763	1088.837	335.135	373.813	154.706
RUMHYD_00750	1814	4452.237	2697.163	628.865	553.187	392.294
RUMHYD_00751	1141	1055	1053	122.001	140	133.001
RUMHYD_00752	7118	11870	9010	474.999	306	350.772
RUMHYD_00753	2028	2370	2334	258.3	341	275.228
RUMHYD_00754	3125	6717	4676	745.7	754	455
RUMHYD_00756	8	40	11	0	0	0
RUMHYD_00755	1177	2304	1478	596	377	264
RUMHYD_00757	90	325	243	76	24	23
RUMHYD_00758	2660	3942	2877.194	472.995	263	122
RUMHYD_00759	590	1136	928.425	148.895	61	70.993
RUMHYD_00760	369.391	341	301.381	39.109	25	21.007
RUMHYD_00761	423.609	931	534	168	121	88
RUMHYD_00762	1281	863	864	155	85	132
RUMHYD_00763	1472	1665	1490	302	159	210
RUMHYD_00764	160	160.114	166.584	55.842	67.02	106.259
RUMHYD_00765	4750	4454.672	5268.801	711.155	376.98	697.308
RUMHYD_00766	200	152.214	183.615	40.003	31	62.432
RUMHYD_00767	129	210	232	65.133	97	84.348
RUMHYD_00768	0	0	0	22.865	4	27.652
RUMHYD_00769	624	1254	927	164.002	185	206.998
RUMHYD_00770	2669	1709.995	2241.304	154	76.937	161.002
RUMHYD_00771	2805	5357.005	4493.696	439	195.063	329
RUMHYD_00772	1029	1381	1217	519	253	305
RUMHYD_00773	673	1250	764	372	242	147
RUMHYD_00774	11495	9161	7745	943	569	702
RUMHYD_00775	117	96	136	85	59	426
RUMHYD_00776	0	29	28	42	13	114
RUMHYD_00777	1869.172	1178	1186.301	515.063	362.641	532.515
RUMHYD_00778	1290.828	1746	1237.699	1001.937	482.635	440.444
RUMHYD_00779	296	556	387	86	84.723	128.041
RUMHYD_00780	743	708	440	355	215	146
RUMHYD_00781	1595	1346	1181	269	136	308
RUMHYD_00782	1233	1699	1290	362	123	311
RUMHYD_00783	762	568	631	78	62	93.933
RUMHYD_00784	25	40	6	6	10	98.067
RUMHYD_00785	1050	1232	1064	198	121	158
RUMHYD_00786	91	66	161	25	7	71
RUMHYD_00787	3343	2978	3367	200	153	305
RUMHYD_00788	3006.262	1189	1689.999	36.791	21	115
RUMHYD_00789	1142.738	634	634.001	73.209	81	180
RUMHYD_00790	52230	93699	68046	8349	5334	3288
RUMHYD_00791	60	51	52	7	0	12
RUMHYD_00792	12666.337	17932.832	16108.892	1073.761	764.732	754
RUMHYD_00793	26003.663	24369.168	23120.108	2326.239	1698.268	1119
RUMHYD_00794	3996	2990	2860	538	228	205
RUMHYD_00795	1609	2653	2288	338	115	227.731
RUMHYD_00796	0	58	13	0	0	0
RUMHYD_00797	0	0	0	0	0	0
RUMHYD_00798	4295	6393	4644	781	423	310
RUMHYD_00799	1431	1791	1400.001	177.245	125	143
RUMHYD_00800	15925	24326	20212.999	1643.755	956	1222
RUMHYD_00801	0	0	0	0	0	0
RUMHYD_00802	1844.52	2962.629	2494	416.994	150.688	505.464
RUMHYD_00803	1671.923	2392.862	2126	241.006	162.312	275.965
RUMHYD_00804	1859.37	4032.509	3484	272	124	296.571
RUMHYD_00805	0	0	0	0	0	0
RUMHYD_00806	109.187	248	204	11	6	47.524
RUMHYD_00807	786	1101	802	263	93	289.476
RUMHYD_00808	229	411	317	1225	351	709
RUMHYD_00809	0	0	0	0	0	0
RUMHYD_00810	0	0	0	0	0	0
RUMHYD_00811	0	0	0	0	0	0
RUMHYD_00812	95	43	44	15	0	76.659
RUMHYD_00813	168	100	111	33	13	51.341
RUMHYD_00814	29	0	10	16	10	59
RUMHYD_00815	0	0	0	2	0	0
RUMHYD_00816	953	1350	1357	250	230	352
RUMHYD_00817	351	824	755	112	87	193.03
RUMHYD_00818	3631	5314	5504	562	339	543.343
RUMHYD_00819	1591	2287	2448	257	166	351.278
RUMHYD_00820	832	1559	1818	145	106	213.35
RUMHYD_00821	1573	2429	2952	186	94	174.409
RUMHYD_00822	1772	2735	3218	596	368.534	433.917
RUMHYD_00823	727	1069.226	916.892	121.42	70.466	128.925
RUMHYD_00824	1902.426	2397.221	2743.776	165.271	83	135.749
RUMHYD_00825	2747.574	3742.553	4110.331	651.309	356	484.908
RUMHYD_00826	4130	4595	5279	493.76	238	308.779
RUMHYD_00827	160	201	154	87.24	33	139.313
RUMHYD_00828	8726	10234	9384	2401	1401	1473
RUMHYD_00829	0	0	0	0	3	4
RUMHYD_00830	0	11	12	17	15	78.633
RUMHYD_00831	1027.523	1739.841	1422	226.883	172	383.367
RUMHYD_00832	940.477	1184.159	907	219.117	132	362.442
RUMHYD_00833	181	278	225	42	23	89.558
RUMHYD_00834	7364	9946	8247	1377	860	1086
RUMHYD_00835	11	11	17	0	0	51.625
RUMHYD_00836	17	4	10	19	16	87.375
RUMHYD_00837	24	8	12	8	19	164.001
RUMHYD_00838	14	0	0	6	0	68.287
RUMHYD_00839	869	1193	839.77	90	86	135.75
RUMHYD_00840	3725	5060	3856	277	262	349.684
RUMHYD_00841	97	79	66	36	21	96.316
RUMHYD_00842	55	135	94	57	53	77
RUMHYD_00843	25893.392	44732.271	36082.363	7093.914	1711.762	3089.16
RUMHYD_00844	364.01	700.274	589.047	65	32.682	83.557
RUMHYD_00845	0	9	2	1	12	90.712
RUMHYD_00846	33	2	12	4	2	74
RUMHYD_00847	963	2369	1476	374	184	119
RUMHYD_00848	0	6	0	0	0	0
RUMHYD_00849	6028.416	12259.086	9508.575	855.987	461	342.075
RUMHYD_00850	21942.584	13177.914	12393.425	968.013	526	522.925
RUMHYD_00851	330	605	677	18	17	31.469
RUMHYD_00852	3389	2391	3417	390	240	301.225
RUMHYD_00853	939	1561	1445	267.999	238	243.306
RUMHYD_00854	2183	1673	1919	383.996	242.547	359
RUMHYD_00855	6310	8849	8328	1166.853	1064.453	1226
RUMHYD_00856	1505	1876	1547	406.151	389	432
RUMHYD_00857	35	15	19	0	0	0
RUMHYD_00858	1484	761	930	94	68	82.793
RUMHYD_00859	10411.326	10088	8940	930	552	567.798
RUMHYD_00860	9426.292	8506.547	7876.083	1209.549	807.159	571.409
RUMHYD_00861	1824.382	1510.453	1449.917	101.451	57.841	69
RUMHYD_00862	4470	6571.813	4847.148	782.413	546.904	465
RUMHYD_00863	1021	1276.187	954.852	134.587	96.096	91
RUMHYD_00864	401.109	266.023	337.129	60	24	61.337
RUMHYD_00865	9898.891	7891.872	5758.893	1265	758	682.663
RUMHYD_00866	219	377.105	163.979	9	12	19
RUMHYD_00867	142	119	150	14	19	67.001
RUMHYD_00869	24793	15006	13992	902	597	456.999
RUMHYD_00870	742	1331	731	190	180	110
RUMHYD_00871	0	9	4	0	0	4
RUMHYD_00872	280	236	180	95	55	127.709
RUMHYD_00873	1344	2306	1701	265	214	338.291
RUMHYD_00874	1335	1973	1628	161	182	196
RUMHYD_00875	46	163	85	26	7	22
RUMHYD_00876	397	633	556	202	101	365.542
RUMHYD_00877	489	450	485	75.639	65	137.075
RUMHYD_00878	84	194	158.007	109.647	33	125.657
RUMHYD_00879	761	909	779.993	347.638	255	337.726
RUMHYD_00880	2331	2805	2402	322.445	191	249
RUMHYD_00881	808	698	651	140.631	110	162
RUMHYD_00882	81	17	45	0	12	15
RUMHYD_00883	113	62	68	45	17	312
RUMHYD_00884	4498	2243	2258	638	574	538
RUMHYD_00885	16965	16267	13515	4356	2347	1453
RUMHYD_00886	1056	1837	1037	227.003	147	153
RUMHYD_00887	833	836	565	241.997	136	275
RUMHYD_00888	676	894	781	206	125	170.386
RUMHYD_00889	423	1810	943	140	46	134.614
RUMHYD_00890	2399	5049	3515	386	271	418
RUMHYD_00891	1701	784	779	340.008	117	164
RUMHYD_00892	1243	1000	848	152.992	159	180
RUMHYD_00893	2412	1616	1532	246.459	145	124
RUMHYD_00894	1436	2132	1263	422.541	330	177
RUMHYD_00895	0	0	5	3	0	11
RUMHYD_00896	1286	2809	1930	387	271	266.062
RUMHYD_00897	390	905	662	165	150	187.938
RUMHYD_00898	629	1089	758	259	146	218
RUMHYD_00899	929	1235	978	327	260	380
RUMHYD_00900	567	539	461	80	57	84
RUMHYD_00901	118	167	240	482	90	85
RUMHYD_00902	62	77	80	40	4	68
RUMHYD_00903	99	120	97	38	46	34
RUMHYD_00904	73	77	59	18	7	91
RUMHYD_00905	22	19	8	4	8	139
RUMHYD_00906	27	63	32	8	28	265
RUMHYD_00907	1756	1736	1220	184	77	182
RUMHYD_00908	480	354	355	112	36	166.492
RUMHYD_00909	14	30	13	14	16	31.508
RUMHYD_00910	280	436.067	208.076	22.115	30	24
RUMHYD_00911	1610	1138.933	1951.924	23.885	20	63
RUMHYD_00912	751	835	568	10	11	18
RUMHYD_00913	48	29	34	27	31	131.289
RUMHYD_00914	10579	12465	10912	626	512	569.711
RUMHYD_00915	7641	12803	12470	534.507	314	489.001
RUMHYD_00916	1495	1174	1262	113.166	84	92.718
RUMHYD_00917	1479	2317	1881	325.326	219	337.281
RUMHYD_00918	30	56	65	8	10	42.822
RUMHYD_00919	277	915	523	102.777	18	39.178
RUMHYD_00920	11635	20512	18538	952.223	490	837
RUMHYD_00921	2083	3647	3439	190	112	185.25
RUMHYD_00922	5944	6422	7091	409.646	328	364.75
RUMHYD_00923	5503	8829	8180	371.354	169	325.632
RUMHYD_00924	627.318	1028.505	930	161.409	126	170.368
RUMHYD_00925	3447.682	3046.495	2369	376.591	288	291
RUMHYD_00926	33236	40800	40330	1026	573	372
RUMHYD_00927	37380	33819	30243	1600.769	1063	991
RUMHYD_00928	218	353	249	30.231	9.809	58
RUMHYD_00929	104	66	78	24	2.191	159
RUMHYD_00930	1450	1918	1407	298	214	264
RUMHYD_00931	13	7	0	1	5	72.045
RUMHYD_00932	16	6	10	4	1	16.955
RUMHYD_00933	205	238	193	39	22	63.609
RUMHYD_00934	117	89	110	33	29	145.759
RUMHYD_03367	116	134	118	67	44	125
RUMHYD_03368	231	175	160	56	39	57
RUMHYD_03369	0	28	30	3	6	7
RUMHYD_03370	442	424	382	137	87	229.303
RUMHYD_03371	993	597	740	167	131	77.697
RUMHYD_03372	1060	1457	1202	177	132	265
RUMHYD_03373	871	1222	1011	162	219	256
RUMHYD_03374	486	501	293	101	65	165
RUMHYD_03375	24	23	23	10	6	78.099
RUMHYD_03376	14	16	3	12	19	109.901
RUMHYD_03377	0	12	11	8	8	42
RUMHYD_03378	23	84	25	79	63	161
RUMHYD_03379	0	0	0	0	0	9
RUMHYD_03380	0	2	0	0	0	5
RUMHYD_03381	39	604	52	284	178	237
RUMHYD_03382	136	2442	370	958	529	188
RUMHYD_03383	0	0	0	0	0	0
RUMHYD_03384	199	294	337	212	51	183
RUMHYD_03385	160	296	149	71	36	103
RUMHYD_03386	404	292	274	119	105	393
RUMHYD_03387	0	0	0	4	6	35
RUMHYD_03388	542	636	518	160	79	286
RUMHYD_03389	475	533	512	236	92	574
RUMHYD_03390	0	1	0	0	0	4
RUMHYD_03391	275	126	75.91	10	21	30
RUMHYD_03392	182	127	102.09	60	32	56
RUMHYD_03393	751	487	559	174	134	166.638
RUMHYD_03394	964	1002	1177	339	145	418.362
RUMHYD_03395	529	423	661	74	39	130
RUMHYD_03396	1756	3219	3135	842.497	372	413.341
RUMHYD_03397	1282	1518	1042	525.632	255	361.069
RUMHYD_03398	1359	1314	1293	964.645	342	454.59
RUMHYD_03399	30	212	112	92.227	22	127
RUMHYD_03401	11575	7727	8808	10092	4378	6385.901
RUMHYD_03402	14040	12320	11229	1178	520	606.099
RUMHYD_03403	95	91	198	0	4	13
RUMHYD_03404	10671	11751	10154	1127	253	211
RUMHYD_03405	187	467	265	127	52	160.528
RUMHYD_03406	696	419	531	299	77	248.472
RUMHYD_03407	0	5	4	2	0	3
RUMHYD_03408	246	332	390	226	137	275
RUMHYD_03409	225	866	778	233	158	237.975
RUMHYD_03410	79	170	253	163	148	258.968
RUMHYD_03411	18	30	48	23	22	213.057
RUMHYD_03412	166	700	744	204.151	149	290.363
RUMHYD_03413	119	132	81	51.849	33	109.637
RUMHYD_03414	1	38	47	24	7	83
RUMHYD_03415	31	90	38	25	49	67
RUMHYD_03416	0	3	0	11	0	12
RUMHYD_03417	104	296	261	25	57	176
RUMHYD_03418	74	102	94	91	121	326
RUMHYD_03419	108	131	174	82.775	54	192.549
RUMHYD_03420	92	228	357	90.225	60	226.969
RUMHYD_03421	90	325	322	54	66	67.482
RUMHYD_03422	506	615	515	141	194	189
RUMHYD_03423	834	711	574	90	78	126.848
RUMHYD_03424	2425	2278	1853	533	339	575.998
RUMHYD_03425	107	102	84	43	46	82.185
RUMHYD_03426	259	343	285	43	27	151.969
RUMHYD_03427	18	21	7	22	3	115
RUMHYD_03428	30	153	111	33	36	31
RUMHYD_03429	41	72	45	45	16	167
RUMHYD_03430	30	34	11	0	0	4
RUMHYD_03431	360	389.384	343	129.845	75	66
RUMHYD_03432	148	293.921	124	48.155	49	37
RUMHYD_03433	290	329.694	259	82	42	65
RUMHYD_03434	457	366	325	109	22	279
RUMHYD_03435	70.215	88	38	64	32.998	35
RUMHYD_03436	119.785	394	296	128	105.002	109
RUMHYD_03437	61	74	53	22	12	116
RUMHYD_03438	14	8	1	16	45	278
RUMHYD_03439	0	5	0	16	7	152
RUMHYD_03440	96	73.655	63.999	4	0	5.712
RUMHYD_03441	81	160.345	140.001	12	1	43.288
RUMHYD_03442	34	49	16	8	0	20
RUMHYD_03443	0	4	3	0	3	41.276
RUMHYD_03444	0	6	0	12	4	71.724
RUMHYD_03445	0	5	1	12	11	82
RUMHYD_03446	0	4	0	0	0	0
RUMHYD_03447	0	17	4	26	27	211.02
RUMHYD_03448	53	25	22	33	16	219.276
RUMHYD_03449	6	9	17	21	37	227.703
RUMHYD_03450	28	5	0	3	9	153
RUMHYD_03451	577	837	743	65	45	282.895
RUMHYD_03452	680	773	592	80	134	332.105
RUMHYD_03453	142	196	114	23	24	81
RUMHYD_03454	1679.995	1095	1259	160	100	96.971
RUMHYD_03455	477.005	644	553	144	91	115.029
RUMHYD_03456	1020	229	175	17.017	31	13
RUMHYD_03457	1248	1845	1673	144.983	74	247.722
RUMHYD_03458	438	400	481	54	28	137.278
RUMHYD_03459	5030	10213	9000	654	527	523.28
RUMHYD_03460	1428	1418	1398	310	208	215.401
RUMHYD_03461	1758	2018	1773	671	351	451.318
RUMHYD_03462	47	298	133	73	50	113
RUMHYD_03463	564	634	562	87	25	87
RUMHYD_03464	3044	3021	2333	166	144	231
RUMHYD_03465	13963	12846	11118	918	308	409
RUMHYD_03466	3160.025	4801.336	2810.428	845.315	436	432.729
RUMHYD_03467	1427.975	1312.664	735.572	309.695	171.811	153.271
RUMHYD_03468	311	247	212	40.99	27.189	29
RUMHYD_03469	204	357	492	119	42	215
RUMHYD_03470	278420	173118	204022	1063	624	886
RUMHYD_03471	43	84	76	30	22	220
RUMHYD_03472	0	4	0	0	0	14
RUMHYD_03473	0	0	0	0	3	12
RUMHYD_03474	19	19	33	3	27	85
RUMHYD_03475	32	35	26	9	17	67.34
RUMHYD_03476	107	136	77	59	28	243.66
RUMHYD_03477	271	252	143	55	23	210
RUMHYD_03478	767	799	708	125	57	118.516
RUMHYD_03479	29	12	5	39	5	44.484
RUMHYD_03480	153	150	109	14	36	191
RUMHYD_03481	17	2	1	13	4	54.606
RUMHYD_03482	9	0	0	2	25	53.394
RUMHYD_03483	52	45	26	16	38	275.281
RUMHYD_03484	0	2	0	16	35	180.305
RUMHYD_03485	79	11	8	14	0	115.414
RUMHYD_03486	12	25	33	9	3	42
RUMHYD_03487	35	36	24	29	22	243
RUMHYD_03488	20	9	5	15	11	245
RUMHYD_03489	10	0	0	7	3	167
RUMHYD_03490	14	0	3	17	9	196
RUMHYD_03491	43	122	105	12	4	120.1
RUMHYD_03492	13	11	11	23	18	244.431
RUMHYD_03493	0	3	0	17	31	334.896
RUMHYD_03495	0	8	0	11	5	153.768
RUMHYD_03494	0	0	0	0	0	0
RUMHYD_03496	0	3	0	2	13	71.327
RUMHYD_03497	0	0	4	4	16	14.922
RUMHYD_03498	0	15	0	13	13	117.76
RUMHYD_03499	0	1	0	9	1	69.796
RUMHYD_03500	0	0	0	11	8	93.823
RUMHYD_03501	0	2	3	9	18	216.036
RUMHYD_03502	13	19	6	8	8	236.141
RUMHYD_03503	272	505	349.102	337.98	180.557	136.499
RUMHYD_03504	1309	1513	1275.898	490.02	314.443	250.501
RUMHYD_03505	3	33	3	0	0	0
RUMHYD_03507	0	0	0	0	0	19
RUMHYD_03506	0	43	28	9	15	23
RUMHYD_03508	71	26	8	3	5	17
RUMHYD_03509	0	2	0	0	0	0
RUMHYD_03510	28	13	9	23	34	122
RUMHYD_03511	43	95	95	30	30.426	310.363
RUMHYD_03512	12	24	66	12	24.574	150.98
RUMHYD_03513	138	111	114	41	20	162.657
RUMHYD_03514	112	250	120	46	25	161
RUMHYD_03515	206	156.775	145.538	13	15	79.593
RUMHYD_03516	36	108.225	54.462	9	10	31.407
RUMHYD_03517	334	341	185	40	24	110
RUMHYD_03518	801	883	691	47	29	299
RUMHYD_03519	12	27	11	1	9	4
RUMHYD_03520	1698	1282	854	573	504	473
RUMHYD_03521	0	0	0	0	3	13
